block,plot,site,treatment,year,species,cover,nitrogen
A,1,sgs,pulse press 2,2022,Salsola tragus,6,30
A,1,sgs,pulse press 2,2022,Lepidium densiflorum,1,30
A,2,sgs,pulse press 2,2022,Cleome serrulata,1,20
A,2,sgs,pulse press 2,2022,Sisymbrium altissimum,1,20
A,2,sgs,pulse press 2,2022,Elymus elymoides,2,20
A,2,sgs,pulse press 2,2022,Lepidium densiflorum,1,20
A,2,sgs,pulse press 2,2022,Sporobolus cryptandrus,3,20
A,2,sgs,pulse press 2,2022,Salsola tragus,3,20
A,2,sgs,pulse press 2,2022,Chenopodium sp.,40,20
A,3,sgs,pulse press 2,2022,Sphaeralcea coccinea,18,10
A,3,sgs,pulse press 2,2022,Salsola tragus,27,10
A,3,sgs,pulse press 2,2022,Sisymbrium altissimum,3,10
A,3,sgs,pulse press 2,2022,Lepidium densiflorum,1,10
A,3,sgs,pulse press 2,2022,Opuntia polyacantha,4,10
A,3,sgs,pulse press 2,2022,Plantago patagonica,1,10
A,3,sgs,pulse press 2,2022,Chenopodium sp.,16,10
A,3,sgs,pulse press 2,2022,Carex eleocharis,1,10
A,4,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,15
A,4,sgs,pulse press 2,2022,Carex eleocharis,1,15
A,4,sgs,pulse press 2,2022,Chenopodium sp.,55,15
A,4,sgs,pulse press 2,2022,Lepidium densiflorum,1,15
A,4,sgs,pulse press 2,2022,Plantago patagonica,1,15
A,4,sgs,pulse press 2,2022,Elymus elymoides,9,15
A,4,sgs,pulse press 2,2022,Sisymbrium altissimum,1,15
A,4,sgs,pulse press 2,2022,Sphaeralcea coccinea,8,15
A,5,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,5
A,5,sgs,pulse press 2,2022,Sisymbrium altissimum,1,5
A,5,sgs,pulse press 2,2022,Carex eleocharis,2,5
A,5,sgs,pulse press 2,2022,Elymus elymoides,8,5
A,5,sgs,pulse press 2,2022,Chenopodium sp.,50,5
A,5,sgs,pulse press 2,2022,Salsola tragus,1,5
A,6,sgs,pulse press 2,2022,Bouteloua gracilis,1,0
A,6,sgs,pulse press 2,2022,Bromus tectorum,3,0
A,6,sgs,pulse press 2,2022,Elymus elymoides,15,0
A,6,sgs,pulse press 2,2022,Lepidium densiflorum,1,0
A,6,sgs,pulse press 2,2022,Chenopodium sp.,24,0
A,6,sgs,pulse press 2,2022,Sisymbrium altissimum,4,0
A,6,sgs,pulse press 2,2022,Plantago patagonica,1,0
A,6,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,0
A,6,sgs,pulse press 2,2022,Salsola tragus,5,0
A,7,sgs,pulse press 2,2022,Elymus elymoides,1,7.5
A,7,sgs,pulse press 2,2022,Bromus tectorum,16,7.5
A,7,sgs,pulse press 2,2022,Chenopodium sp.,26,7.5
A,7,sgs,pulse press 2,2022,Euphorbia sp.,3,7.5
A,8,sgs,pulse press 2,2022,Bromus tectorum,2,2.5
A,8,sgs,pulse press 2,2022,Elymus elymoides,13,2.5
A,8,sgs,pulse press 2,2022,Chenopodium sp.,40,2.5
A,8,sgs,pulse press 2,2022,Sisymbrium altissimum,4,2.5
A,8,sgs,pulse press 2,2022,Sphaeralcea coccinea,8,2.5
B,10,sgs,pulse press 2,2022,Bromus tectorum,7,2.5
B,10,sgs,pulse press 2,2022,Elymus elymoides,9,2.5
B,10,sgs,pulse press 2,2022,Chenopodium sp.,21,2.5
B,10,sgs,pulse press 2,2022,Salsola tragus,1,2.5
B,10,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,2.5
B,11,sgs,pulse press 2,2022,Leucocrinum montanum,1,7.5
B,11,sgs,pulse press 2,2022,Salsola tragus,2,7.5
B,11,sgs,pulse press 2,2022,Sisymbrium altissimum,1,7.5
B,11,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,7.5
B,11,sgs,pulse press 2,2022,Chenopodium sp.,65,7.5
B,11,sgs,pulse press 2,2022,Carex eleocharis,4,7.5
B,11,sgs,pulse press 2,2022,Elymus elymoides,8,7.5
B,11,sgs,pulse press 2,2022,Bromus tectorum,1,7.5
B,12,sgs,pulse press 2,2022,Salsola tragus,5,20
B,12,sgs,pulse press 2,2022,Sisymbrium altissimum,5,20
B,12,sgs,pulse press 2,2022,Chenopodium sp.,55,20
B,12,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,20
B,13,sgs,pulse press 2,2022,Sphaeralcea coccinea,10,5
B,13,sgs,pulse press 2,2022,Sisymbrium altissimum,1,5
B,13,sgs,pulse press 2,2022,Elymus elymoides,14,5
B,13,sgs,pulse press 2,2022,Chenopodium sp.,31,5
B,13,sgs,pulse press 2,2022,Salsola tragus,3,5
B,14,sgs,pulse press 2,2022,Chenopodium sp.,14,30
B,14,sgs,pulse press 2,2022,Elymus elymoides,1,30
B,14,sgs,pulse press 2,2022,Bromus tectorum,5,30
B,15,sgs,pulse press 2,2022,Chenopodium sp.,23,10
B,15,sgs,pulse press 2,2022,Elymus elymoides,1,10
B,15,sgs,pulse press 2,2022,Salsola tragus,4,10
B,15,sgs,pulse press 2,2022,Sisymbrium altissimum,3,10
B,15,sgs,pulse press 2,2022,Bromus tectorum,2,10
B,16,sgs,pulse press 2,2022,Elymus elymoides,1,15
B,16,sgs,pulse press 2,2022,Chenopodium sp.,35,15
B,16,sgs,pulse press 2,2022,Sisymbrium altissimum,4,15
B,16,sgs,pulse press 2,2022,Salsola tragus,1,15
B,16,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,15
B,16,sgs,pulse press 2,2022,Tragopogon dubius,1,15
B,9,sgs,pulse press 2,2022,Opuntia polyacantha,6,0
B,9,sgs,pulse press 2,2022,Salsola tragus,6,0
B,9,sgs,pulse press 2,2022,Chenopodium sp.,25,0
B,9,sgs,pulse press 2,2022,Sphaeralcea coccinea,35,0
B,9,sgs,pulse press 2,2022,Elymus elymoides,5,0
B,9,sgs,pulse press 2,2022,Carex eleocharis,3,0
C,17,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,5
C,17,sgs,pulse press 2,2022,Bouteloua gracilis,1,5
C,17,sgs,pulse press 2,2022,Carex eleocharis,1,5
C,17,sgs,pulse press 2,2022,Chenopodium sp.,39,5
C,17,sgs,pulse press 2,2022,Salsola tragus,2,5
C,17,sgs,pulse press 2,2022,Sisymbrium altissimum,2,5
C,17,sgs,pulse press 2,2022,Elymus elymoides,25,5
C,17,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,5
C,18,sgs,pulse press 2,2022,Sisymbrium altissimum,1,20
C,18,sgs,pulse press 2,2022,Elymus elymoides,2,20
C,18,sgs,pulse press 2,2022,Chenopodium sp.,43,20
C,18,sgs,pulse press 2,2022,Opuntia polyacantha,1,20
C,18,sgs,pulse press 2,2022,Salsola tragus,10,20
C,18,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,20
C,18,sgs,pulse press 2,2022,Carex eleocharis,8,20
C,18,sgs,pulse press 2,2022,Sphaeralcea coccinea,10,20
C,19,sgs,pulse press 2,2022,Chenopodium sp.,28,10
C,19,sgs,pulse press 2,2022,Sisymbrium altissimum,3,10
C,19,sgs,pulse press 2,2022,Elymus elymoides,19,10
C,19,sgs,pulse press 2,2022,Salsola tragus,1,10
C,20,sgs,pulse press 2,2022,Elymus elymoides,3,30
C,20,sgs,pulse press 2,2022,Chenopodium sp.,21,30
C,20,sgs,pulse press 2,2022,Mirabilis linearis,1,30
C,20,sgs,pulse press 2,2022,Salsola tragus,1,30
C,20,sgs,pulse press 2,2022,Sisymbrium altissimum,3,30
C,21,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,0
C,21,sgs,pulse press 2,2022,Lepidium densiflorum,1,0
C,21,sgs,pulse press 2,2022,Echinocereus viridiflora,1,0
C,21,sgs,pulse press 2,2022,Opuntia polyacantha,6,0
C,21,sgs,pulse press 2,2022,Sisymbrium altissimum,1,0
C,21,sgs,pulse press 2,2022,Elymus elymoides,14,0
C,21,sgs,pulse press 2,2022,Carex eleocharis,5,0
C,21,sgs,pulse press 2,2022,Chenopodium sp.,1,0
C,21,sgs,pulse press 2,2022,Bouteloua gracilis,2,0
C,22,sgs,pulse press 2,2022,Elymus elymoides,7,2.5
C,22,sgs,pulse press 2,2022,Carex eleocharis,6,2.5
C,22,sgs,pulse press 2,2022,Vulpia octoflora,1,2.5
C,22,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,2.5
C,22,sgs,pulse press 2,2022,Salsola tragus,6,2.5
C,22,sgs,pulse press 2,2022,Sisymbrium altissimum,4,2.5
C,22,sgs,pulse press 2,2022,Lepidium densiflorum,1,2.5
C,22,sgs,pulse press 2,2022,Chenopodium sp.,38,2.5
C,23,sgs,pulse press 2,2022,Sisymbrium altissimum,3,7.5
C,23,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,7.5
C,23,sgs,pulse press 2,2022,Bromus tectorum,13,7.5
C,23,sgs,pulse press 2,2022,Chenopodium sp.,13,7.5
C,23,sgs,pulse press 2,2022,Carex eleocharis,2,7.5
C,24,sgs,pulse press 2,2022,Salsola tragus,4,15
C,24,sgs,pulse press 2,2022,Carex eleocharis,1,15
C,24,sgs,pulse press 2,2022,Sisymbrium altissimum,3,15
C,24,sgs,pulse press 2,2022,Chenopodium sp.,43,15
C,24,sgs,pulse press 2,2022,Elymus elymoides,3,15
C,24,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,15
C,24,sgs,pulse press 2,2022,Opuntia polyacantha,2,15
C,24,sgs,pulse press 2,2022,Leucocrinum montanum,2,15
D,25,sgs,pulse press 2,2022,Unknown forb 13,1,2.5
D,25,sgs,pulse press 2,2022,Salsola tragus,2,2.5
D,25,sgs,pulse press 2,2022,Tragopogon dubius,1,2.5
D,25,sgs,pulse press 2,2022,Sisymbrium altissimum,1,2.5
D,25,sgs,pulse press 2,2022,Elymus elymoides,16,2.5
D,25,sgs,pulse press 2,2022,Leucocrinum montanum,1,2.5
D,25,sgs,pulse press 2,2022,Chenopodium sp.,26,2.5
D,26,sgs,pulse press 2,2022,Sisymbrium altissimum,1,5
D,26,sgs,pulse press 2,2022,Chenopodium sp.,10,5
D,26,sgs,pulse press 2,2022,Elymus elymoides,40,5
D,26,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,5
D,26,sgs,pulse press 2,2022,Salsola tragus,5,5
D,27,sgs,pulse press 2,2022,Sphaeralcea coccinea,10,15
D,27,sgs,pulse press 2,2022,Sisymbrium altissimum,1,15
D,27,sgs,pulse press 2,2022,Salsola tragus,6,15
D,27,sgs,pulse press 2,2022,Opuntia polyacantha,5,15
D,27,sgs,pulse press 2,2022,Chenopodium sp.,40,15
D,27,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,15
D,27,sgs,pulse press 2,2022,Elymus elymoides,17,15
D,28,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,7.5
D,28,sgs,pulse press 2,2022,Elymus elymoides,23,7.5
D,28,sgs,pulse press 2,2022,Sisymbrium altissimum,1,7.5
D,28,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,7.5
D,28,sgs,pulse press 2,2022,Carex eleocharis,1,7.5
D,28,sgs,pulse press 2,2022,Salsola tragus,4,7.5
D,28,sgs,pulse press 2,2022,Chenopodium sp.,28,7.5
D,29,sgs,pulse press 2,2022,Chenopodium sp.,30,30
D,29,sgs,pulse press 2,2022,Salsola tragus,14,30
D,29,sgs,pulse press 2,2022,Elymus elymoides,1,30
D,29,sgs,pulse press 2,2022,Sisymbrium altissimum,1,30
D,29,sgs,pulse press 2,2022,Sphaeralcea coccinea,7,30
D,30,sgs,pulse press 2,2022,Bouteloua gracilis,6,0
D,30,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,0
D,30,sgs,pulse press 2,2022,Opuntia polyacantha,7,0
D,30,sgs,pulse press 2,2022,Sisymbrium altissimum,1,0
D,30,sgs,pulse press 2,2022,Carex eleocharis,5,0
D,30,sgs,pulse press 2,2022,Chenopodium sp.,15,0
D,30,sgs,pulse press 2,2022,Leucocrinum montanum,1,0
D,30,sgs,pulse press 2,2022,Elymus elymoides,19,0
D,31,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,10
D,31,sgs,pulse press 2,2022,Elymus elymoides,4,10
D,31,sgs,pulse press 2,2022,Chenopodium sp.,38,10
D,31,sgs,pulse press 2,2022,Lepidium densiflorum,1,10
D,31,sgs,pulse press 2,2022,Salsola tragus,2,10
D,31,sgs,pulse press 2,2022,Sisymbrium altissimum,1,10
D,32,sgs,pulse press 2,2022,Sphaeralcea coccinea,4,20
D,32,sgs,pulse press 2,2022,Opuntia polyacantha,1,20
D,32,sgs,pulse press 2,2022,Sisymbrium altissimum,1,20
D,32,sgs,pulse press 2,2022,Salsola tragus,15,20
D,32,sgs,pulse press 2,2022,Elymus elymoides,2,20
D,32,sgs,pulse press 2,2022,Machaeranthera tanacetifolia,1,20
D,32,sgs,pulse press 2,2022,Chenopodium sp.,35,20
D,32,sgs,pulse press 2,2022,Ericameria nauseosa,1,20
E,33,sgs,pulse press 2,2022,Bromus tectorum,1,0
E,33,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,0
E,33,sgs,pulse press 2,2022,Elymus elymoides,22,0
E,33,sgs,pulse press 2,2022,Chenopodium sp.,11,0
E,33,sgs,pulse press 2,2022,Salsola tragus,14,0
E,33,sgs,pulse press 2,2022,Sisymbrium altissimum,5,0
E,34,sgs,pulse press 2,2022,Sisymbrium altissimum,2,20
E,34,sgs,pulse press 2,2022,Lepidium densiflorum,1,20
E,34,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,20
E,34,sgs,pulse press 2,2022,Salsola tragus,23,20
E,34,sgs,pulse press 2,2022,Chenopodium sp.,28,20
E,34,sgs,pulse press 2,2022,Elymus elymoides,2,20
E,34,sgs,pulse press 2,2022,Unknown forb 14,1,20
E,34,sgs,pulse press 2,2022,Carex eleocharis,1,20
E,35,sgs,pulse press 2,2022,Elymus elymoides,4,30
E,35,sgs,pulse press 2,2022,Sisymbrium altissimum,1,30
E,35,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,30
E,35,sgs,pulse press 2,2022,Salsola tragus,7,30
E,35,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,30
E,35,sgs,pulse press 2,2022,Carex eleocharis,1,30
E,35,sgs,pulse press 2,2022,Chenopodium sp.,65,30
E,36,sgs,pulse press 2,2022,Bouteloua gracilis,6,5
E,36,sgs,pulse press 2,2022,Chenopodium sp.,16,5
E,36,sgs,pulse press 2,2022,Hesperostipa comata,5,5
E,36,sgs,pulse press 2,2022,Elymus elymoides,12,5
E,36,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,5
E,36,sgs,pulse press 2,2022,Carex eleocharis,12,5
E,36,sgs,pulse press 2,2022,Euphorbia sp.,1,5
E,36,sgs,pulse press 2,2022,Sphaeralcea coccinea,3,5
E,37,sgs,pulse press 2,2022,Chenopodium sp.,30,2.5
E,37,sgs,pulse press 2,2022,Sisymbrium altissimum,1,2.5
E,37,sgs,pulse press 2,2022,Carex eleocharis,3,2.5
E,37,sgs,pulse press 2,2022,Bouteloua gracilis,1,2.5
E,37,sgs,pulse press 2,2022,Salsola tragus,8,2.5
E,37,sgs,pulse press 2,2022,Elymus elymoides,20,2.5
E,37,sgs,pulse press 2,2022,Opuntia polyacantha,1,2.5
E,37,sgs,pulse press 2,2022,Sphaeralcea coccinea,5,2.5
E,38,sgs,pulse press 2,2022,Elymus elymoides,1,15
E,38,sgs,pulse press 2,2022,Sporobolus cryptandrus,2,15
E,38,sgs,pulse press 2,2022,Sphaeralcea coccinea,15,15
E,38,sgs,pulse press 2,2022,Chenopodium sp.,45,15
E,38,sgs,pulse press 2,2022,Salsola tragus,3,15
E,38,sgs,pulse press 2,2022,Opuntia polyacantha,6,15
E,38,sgs,pulse press 2,2022,Sisymbrium altissimum,1,15
E,39,sgs,pulse press 2,2022,Sphaeralcea coccinea,2,7.5
E,39,sgs,pulse press 2,2022,Sisymbrium altissimum,1,7.5
E,39,sgs,pulse press 2,2022,Elymus elymoides,20,7.5
E,39,sgs,pulse press 2,2022,Sporobolus cryptandrus,2,7.5
E,39,sgs,pulse press 2,2022,Carex eleocharis,5,7.5
E,39,sgs,pulse press 2,2022,Chenopodium sp.,34,7.5
E,39,sgs,pulse press 2,2022,Salsola tragus,3,7.5
E,39,sgs,pulse press 2,2022,Euphorbia sp.,1,7.5
E,40,sgs,pulse press 2,2022,Sisymbrium altissimum,1,10
E,40,sgs,pulse press 2,2022,Salsola tragus,7,10
E,40,sgs,pulse press 2,2022,Chenopodium sp.,40,10
E,40,sgs,pulse press 2,2022,Elymus elymoides,24,10
E,40,sgs,pulse press 2,2022,Carex eleocharis,1,10
F,41,sgs,pulse press 2,2022,Chenopodium sp.,29,20
F,41,sgs,pulse press 2,2022,Salsola tragus,16,20
F,41,sgs,pulse press 2,2022,Sporobolus cryptandrus,1,20
F,41,sgs,pulse press 2,2022,Elymus elymoides,13,20
F,41,sgs,pulse press 2,2022,Sisymbrium altissimum,1,20
F,42,sgs,pulse press 2,2022,Sisymbrium altissimum,1,30
F,42,sgs,pulse press 2,2022,Elymus elymoides,18,30
F,42,sgs,pulse press 2,2022,Chenopodium sp.,34,30
F,42,sgs,pulse press 2,2022,Salsola tragus,12,30
F,43,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,5
F,43,sgs,pulse press 2,2022,Salsola tragus,16,5
F,43,sgs,pulse press 2,2022,Sisymbrium altissimum,1,5
F,43,sgs,pulse press 2,2022,Elymus elymoides,23,5
F,43,sgs,pulse press 2,2022,Chenopodium sp.,18,5
F,43,sgs,pulse press 2,2022,Carex eleocharis,1,5
F,44,sgs,pulse press 2,2022,Elymus elymoides,20,10
F,44,sgs,pulse press 2,2022,Carex eleocharis,1,10
F,44,sgs,pulse press 2,2022,Sisymbrium altissimum,1,10
F,44,sgs,pulse press 2,2022,Salsola tragus,3,10
F,44,sgs,pulse press 2,2022,Chenopodium sp.,30,10
F,45,sgs,pulse press 2,2022,Opuntia polyacantha,7,0
F,45,sgs,pulse press 2,2022,Salsola tragus,12,0
F,45,sgs,pulse press 2,2022,Sisymbrium altissimum,1,0
F,45,sgs,pulse press 2,2022,Sphaeralcea coccinea,5,0
F,45,sgs,pulse press 2,2022,Bouteloua gracilis,13,0
F,45,sgs,pulse press 2,2022,Elymus elymoides,12,0
F,45,sgs,pulse press 2,2022,Carex eleocharis,7,0
F,45,sgs,pulse press 2,2022,Chenopodium sp.,10,0
F,45,sgs,pulse press 2,2022,Echinocereus viridiflora,1,0
F,46,sgs,pulse press 2,2022,Elymus elymoides,10,7.5
F,46,sgs,pulse press 2,2022,Thelesperma filifolium,1,7.5
F,46,sgs,pulse press 2,2022,Salsola tragus,12,7.5
F,46,sgs,pulse press 2,2022,Sisymbrium altissimum,1,7.5
F,46,sgs,pulse press 2,2022,Euphorbia sp.,1,7.5
F,46,sgs,pulse press 2,2022,Sphaeralcea coccinea,1,7.5
F,46,sgs,pulse press 2,2022,Carex eleocharis,3,7.5
F,46,sgs,pulse press 2,2022,Chenopodium sp.,15,7.5
F,47,sgs,pulse press 2,2022,Chenopodium sp.,26,15
F,47,sgs,pulse press 2,2022,Elymus elymoides,10,15
F,47,sgs,pulse press 2,2022,Salsola tragus,14,15
F,47,sgs,pulse press 2,2022,Sisymbrium altissimum,1,15
F,48,sgs,pulse press 2,2022,Opuntia polyacantha,8,2.5
F,48,sgs,pulse press 2,2022,Salsola tragus,7,2.5
F,48,sgs,pulse press 2,2022,Sisymbrium altissimum,1,2.5
F,48,sgs,pulse press 2,2022,Bromus tectorum,1,2.5
F,48,sgs,pulse press 2,2022,Elymus elymoides,24,2.5
F,48,sgs,pulse press 2,2022,Chenopodium sp.,18,2.5
